year,month,production_total,production_low_alc,production_medium_alc,production_high_alc,production_sparkling,production_hard_cider,withdrawals_taxable_total,withdrawals_taxable_bottled,withdrawals_taxable_bulk,withdrawals_export_total,withdrawals_export_bottled,withdrawals_export_bulk,stocks_total,stocks_bottled,stocks_bulk,active_wineries
2024,5,35244408.0,10225325.0,2606476.0,2606476.0,2894986.0,1733741.0,47128997.0,45207774.0,1921223.0,15673123.0,2396765.0,4075952.0,979313285.0,1154759008.0,803867562.0,1546.0
2024,6,38290485.0,9638610.0,3794187.0,3794187.0,2637231.0,2855728.0,52866839.0,52137163.0,729676.0,15454509.0,2127458.0,3798784.0,980862978.0,1176277629.0,785448327.0,3685.0
2024,7,19655459.0,1953215.0,3678924.0,3678924.0,2574020.0,1534150.0,42791437.0,41005570.0,1785867.0,11730166.0,1961341.0,3397319.0,899854559.0,1080164101.0,719545017.0,1526.0
2024,8,40208675.0,13171513.0,2978461.0,2978461.0,2180121.0,1673620.0,47786379.0,45285163.0,2501215.0,13229604.0,2519360.0,4536678.0,862915898.0,1051733532.0,674098264.0,1531.0
2024,9,201757120.0,93508354.0,2618324.0,2618324.0,2139388.0,2467697.0,53827502.0,50067511.0,3759991.0,13721114.0,2684637.0,4213477.0,932277420.0,1133721464.0,730833376.0,3620.0
2024,10,253885904.0,118082540.0,5535108.0,5535108.0,1839114.0,1374830.0,50252917.0,48298064.0,1954853.0,11765004.0,2559976.0,2731986.0,955716991.0,1134737830.0,776696152.0,1501.0
2024,11,141595853.0,62948339.0,4029129.0,4029129.0,1921277.0,1711230.0,44517628.0,43240074.0,1277553.0,10812702.0,2485641.0,2813730.0,981597766.0,1160753874.0,802441658.0,1514.0
2024,12,267723015.0,125066600.0,3921279.0,3921279.0,1099811.0,3531671.0,60443621.0,58055037.0,2388584.0,12761996.0,2178945.0,3466457.0,1100431670.0,1284518878.0,916344463.0,8803.0
2025,1,88021495.0,38203388.0,2399418.0,2399418.0,2028361.0,1314996.0,43893678.0,42325048.0,1568630.0,10786217.0,1778285.0,3921048.0,1006496813.0,1172978415.0,840015211.0,1462.0
2025,2,61393938.0,24301701.0,2599737.0,2599737.0,2494943.0,1173863.0,44393480.0,40532201.0,3861279.0,10252461.0,1825434.0,3517300.0,988935800.0,1157678933.0,820192667.0,1436.0
2025,3,56777410.0,20356802.0,3870241.0,3870241.0,1753094.0,2252565.0,48327152.0,47082764.0,1244389.0,12350002.0,1614018.0,3323629.0,998162715.0,1173093127.0,823232302.0,3529.0
2025,4,32273963.0,9391440.0,3390877.0,3390877.0,1943689.0,1203666.0,43312199.0,42092680.0,1219519.0,8693045.0,1557651.0,2450337.0,937407023.0,1114315050.0,760498995.0,1423.0
2025,5,14688338.0,2264909.0,1912448.0,1912448.0,1555213.0,1363891.0,41485948.0,40066290.0,1419658.0,8358194.0,1365306.0,3144384.0,906860826.0,1084874389.0,728847263.0,1414.0
2025,6,26808768.0,7417838.0,2148365.0,2148365.0,1822377.0,1824725.0,49439210.0,48041500.0,1397710.0,10280782.0,1248072.0,3142275.0,905673871.0,1096437677.0,714910064.0,3474.0
2025,7,24906616.0,6739801.0,1965476.0,1965476.0,1872803.0,1559753.0,43426418.0,41553546.0,1872872.0,10309402.0,1261823.0,4016750.0,838558299.0,1024026128.0,653090470.0,1381.0
2025,8,37516921.0,13048880.0,2775448.0,2775448.0,1465019.0,1382761.0,42218875.0,,,15287153.0,993979.0,3380172.0,802196241.0,988591408.0,615801075.0,1371.0
2025,9,164314086.0,74372728.0,3349101.0,3349101.0,1543589.0,2555151.0,50690952.0,,,11819131.0,1368035.0,3474878.0,861609634.0,1050097116.0,673122152.0,3304.0
2025,10,237267368.0,109652020.0,5802586.0,5802586.0,1402660.0,1664758.0,47832996.0,,,9735973.0,1484572.0,2247281.0,898164870.0,1075274751.0,721054989.0,1326.0
